duration,resolution_status,issue_category,csat,bot_effectiveness,transfer_reason,friction_points,summary_text,sentiment
6,,,,,,,,Neutral
121,,,,,,,The customer mentioned refund-related concerns and requested to speak directly with a customer care agent. He refused to continue with the current agent and agreed to be transferred to a senior representative.,Negative
235,,,,,,,Customer reported receiving an incomplete order with two missing sunscreen products. They requested registration of a complaint and asked to speak with a senior representative as they did not receive WhatsApp details.,Negative
76,,,,,,,The customer stated that they placed an order on May 15th and have not yet received it. They mentioned that the tracking link is not showing the location and the estimated delivery date was May 18th.,Neutral
173,Resolved by Bot,Cancellation,3.0,High,None,Minor confusion during greeting phase; customer disengaged near the end with curt responses.,"The customer wanted to confirm whether their last order was canceled and if a refund had been processed. The bot successfully confirmed the cancellation, explained the reason, and indicated refund completion; the customer appeared neutral and slightly disengaged at the end.",Positive
318,,,,,,,,Neutral
21,,,,,,,The customer mentioned that she had placed an order through the app. No further details or questions were provided.,Positive
92,,,,,,,The customer stated they have not received their order and expressed frustration about not getting the WhatsApp tracking message. They emphasized the importance of the issue and the call was transferred to a senior representative for resolution.,Negative
45,,,,,,,The customer stated that they want to talk about a refund. No other details or decisions were provided.,Positive
70,Transferred to Human,Refund,2.0,Low,Bot failed to understand,Bot looped between confirming return and asking clarifications before customer clarified refund issue; user repeated the concern multiple times.,"The customer contacted support regarding a refund for a returned product. The issue was escalated to a senior agent for further investigation, and the customer appeared unsatisfied as the refund had not been received.",Negative
19,,,,,,,The customer mentioned ordering two products but received only one from The Derma Co. They expressed concern about not receiving the second item.,Negative
40,,,,,,,The customer said she ordered two face cleansers from Denmark using a prepaid method. She mentioned that the order details were not visible in another section.,Neutral
155,,,,,,,The customer reported that their payment was completed but the order did not get confirmed. They shared a transaction ID and mentioned the order date as the nineteenth for further verification.,Positive
130,,,,,,,The customer said that her order was supposed to be delivered by the 19th but she still has not received it and wanted to know the status. She later requested to cancel the order.,Negative
44,,,,,,,The customer reported receiving only one item instead of two in their order and mentioned already filing a complaint. They acknowledged being transferred to a senior for resolution.,Negative
41,,,,,,,The customer wanted to discuss an issue regarding their order. They were unable to hear the agent properly due to voice breakage during the call.,Negative
169,,,,,,,The customer inquired about the status and items of their order #3551673 and mentioned not having received it yet. They acknowledged the update and thanked the agent after receiving tracking details via WhatsApp.,Neutral
21,,,,,,,,Neutral
249,,,,,,,The customer stated that her order was canceled and she has not received the refund for the cash payment. She confirmed the order number #3288650 and said the product has not been delivered yet though payment was made in cash.,Positive
130,Transferred to Human,Missing Item,2.0,Medium,Requested by User,Customer expressed frustration about return process and insisted on receiving the missing product directly.,"The customer reported a missing item in their order, stating they ordered two products but received only one. The issue was escalated to a senior agent after the bot initiated a return/missing item process, with the customer still dissatisfied.",Negative
456,Resolved by Bot,Wrong Item,4.0,High,None,"Minor repetition due to user interruptions and language switching, but issue handled smoothly.","The customer reported receiving an empty box for one of the products in a recent order. The bot guided the customer to share photos and videos on WhatsApp for investigation, and the customer ended the call satisfied with a CSAT of 4.",Neutral
199,Transferred to Human,Refund,3.0,Medium,Policy restriction (Human required),User had difficulty communicating the order number and needed multiple clarifications before resolution.,"The customer wanted to check the refund status for a cancelled order (#3613156). The bot confirmed the refund was processed but transferred the case to a senior agent for further review, with the user sounding cooperative but unresolved.",Positive
145,,,,,,,The customer reported that their order delivery date kept changing and it still hasn't arrived. They requested urgent delivery today or contact details of the courier or delivery person as they are leaving the location tomorrow.,Negative
36,,,,,,,The customer requested to be connected to the premium number as they have already spoken earlier and shared bank details. They are urgently asking to speak again regarding the same issue.,Negative
30,,,,,,,"The customer only greeted the agent and did not share any specific query or response. No intent, interest, or request was expressed during the call.",Negative
75,,,,,,,The customer inquired about the delivery delay for their first order containing sunscreen placed through Amazon. They mentioned the delivery person has the order but has not reached out yet.,Negative
162,,,,,,,The customer reported that one part of his order was delivered but the other was not yet received. He confirmed understanding that the pending shipment is still in transit and rated the support experience as five.,Positive
160,Transferred to Human,Shipping Delay,3.0,Medium,Policy restriction (Human required),Customer expressed frustration over a one-week delay without updates.,"The customer was concerned about the delayed delivery and missing tracking update for her recent order. The issue was escalated to a senior agent for further assistance, and the customer seemed moderately satisfied with this action.",Negative
78,,,,,,,The customer confirmed they want to speak in English and expressed that they prefer to talk to a human representative instead of the computer assistant. The call was transferred accordingly for further assistance.,Positive
55,,,,,,,The customer complained that her two orders had not been delivered yet and she had no contact information for the delivery person. She sought an update on the delivery status.,Neutral
102,,,,,,,"The customer asked about receiving their parcel and mentioned they couldn’t track the order initially. Later, they confirmed that their doubt was cleared and thanked the agent.",Positive
142,,,,,,,The customer asked whether a 100% cash coupon was applied to their order and what cashback or credit they would get after delivery. They also requested to speak with customer care support for further clarification.,Negative
92,,,,,,,The customer reported that her order expected on May 19 had not yet arrived and she had no tracking information. She emphasized that today is May 20 and the package is delayed.,Negative
61,,,,,,,The customer stated they were supposed to receive their password today but have not received it yet. They repeated the issue and asked if the agent could hear them.,Negative
169,,,,,,,The customer inquired about the status of their order and provided the order number and details of items purchased. They mentioned placing the order three months ago on the seventeenth and confirmed their phone number for verification.,Positive
25,,,,,,,,Neutral
100,,,,,,,The customer inquired about the status of their order placed on May 13 and confirmed that the registered number and delivery address were correct. They confirmed the address and the call was transferred to a senior executive for further assistance with the delivery issue.,Positive
173,,,,,,,Customer reported that their order scheduled for delivery was still showing as stuck in Mumbai. They confirmed receiving the WhatsApp tracking link and requested feedback to be sent via email.,Neutral
124,,,,,,,The customer stated that payment was completed for the order placed via WhatsApp and claimed that the amount was deducted despite the system showing COD. He agreed to the transfer to a senior agent for further assistance regarding the payment issue.,Neutral
43,,,,,,,The customer mentioned that their team member had already spoken to a senior representative. They requested to be connected to that senior as they have already shared bank details with them.,Negative
124,,,,,,,"The customer reported that their order, expected on May 18, was delayed and still not delivered. They agreed to be connected to a senior executive for further assistance regarding the delay.",Neutral
59,,,,,,,Customer stated they ordered two products but only received one. They confirmed the issue and stayed on the line for transfer to a senior agent for assistance.,Positive
25,,,,,,,,Neutral
54,,,,,,,The customer did not express any specific query or need. The customer refused assistance and ended the call.,Positive
193,Resolved by Bot,Order Tracking,3.0,High,None,"User sought specific delivery timing beyond the tracking data, showing minor dissatisfaction.","The customer wanted to check the delivery timeline and tracking details of her order. The bot provided tracking information via WhatsApp and an estimated delivery window, with the customer rating the experience a 3 indicating moderate satisfaction.",Positive
21,,,,,,,The customer asked to speak with senior team member Shabina regarding bank details sent to her. They referred to some matter involving 'पात्रवादी' and wanted it to be addressed by Shabina.,Neutral
6,,,,,,,,Neutral
147,,,,,,,The customer reported that the refund for order number 3371045 has not yet been received in their account. They agreed to have the call transferred to a senior agent for further assistance.,Positive
265,Resolved by Bot,Shipping Delay,4.0,High,None,Customer showed mild concern about delivery timing but accepted bot’s reassurance.,"The customer was concerned about a delayed delivery for her confirmed skincare order and wanted assurance the package included all items. The assistant prioritized the order for faster dispatch, and the customer ended the chat sounding neutral but cooperative.",Negative
177,,,,,,,The customer inquired about their order status and tracking details. They mentioned confusion regarding delivery timing from Sirohi and asked when it will arrive.,Neutral
205,,,,,,,The customer reported that their paid order for pore minimizing serum was automatically canceled and the refund has not been initiated yet. They confirmed the same phone number and order details used for the purchase while seeking resolution on the refund issue.,Neutral
119,,,,,,,The customer requested to return and refund her order. She asked to be connected with a senior executive for assistance and agreed to the call transfer.,Neutral
286,,,,,,,The customer mentioned missing a call earlier regarding an issue with their order and shared multiple order numbers to identify it. They confirmed details of their recent order and requested to speak directly with a customer agent for further assistance.,Negative
11,,,,,,,,Neutral
147,,,,,,,"The customer explained that her prepaid order, expected by May 17th, had not yet been delivered. She confirmed the delivery update and acknowledged it will arrive by the end of the day.",Positive
29,,,,,,,The customer did not express any clear intent or share specific information. No actionable response or query was provided.,Positive
177,,,,,,,The customer mentioned their order has arrived and referred to speaking with a doctor. No clear follow-up or specific request was made regarding the order status.,Negative
6,,,,,,,,Neutral
91,,,,,,,The customer asked about the status of both their orders and requested more detailed information about them. They showed interest in knowing the current progress and dispatch details.,Negative
14,,,,,,,The customer only said 'Cows' without providing any relevant information or context. No actionable details were shared during the conversation.,Neutral
78,,,,,,,Customer inquired about their recent orders and specifically asked about the second one. They expressed concern over the delay in dispatch compared to another order that was already delivered.,Negative
9,,,,,,,,Neutral
297,Abandoned by User,Refund / Return Confusion,2.0,Medium,None,"Repeated user confusion, WhatsApp message not received, and communication breakdown near the end","The customer was confused about a delivered order showing as not received and wanted to initiate a return. The bot guided them through the return process but delivery confirmation and WhatsApp message issues left the case unresolved, with the user sounding uncertain at the end.",Positive
400,Resolved by Bot,Order Tracking,5.0,High,None,Minor confusion about tracking timeline but clarified quickly,"The customer wanted to confirm if their payment was successful and when their order would be delivered. The AI verified the payment, explained the dispatch timeline, and the customer ended satisfied.",Positive
104,,,,,,,The customer wanted information about an order and provided the order number. They requested the call to be transferred to a customer expert for further assistance.,Positive
28,,,,,,,The customer refused to receive any quotation. No further participation or interest was expressed.,Neutral
11,,,,,,,,Neutral
65,,,,,,,The customer stated that they placed an order but the product was out of stock and payment was deducted. They mentioned that the payment has not been refunded and are claiming the issue for resolution.,Negative
66,,,,,,,Customer reported that the received product had no crystal and mentioned not receiving the 501 sunscreen item in her order. She acknowledged the return details sent via WhatsApp to address the missing items.,Negative
145,,,,,,,The customer reported that their order with two face serums and two sunscreens had not been delivered and mentioned missing a call from the courier. They acknowledged receiving tracking details via WhatsApp and thanked the agent for the assistance.,Neutral
186,,,,,,,"The customer called to ask about two products ordered on the same day, one of which was delivered and the other still pending. They confirmed their registered number and requested tracking details via WhatsApp, which resolved their query.",Positive
65,,,,,,,The customer reported receiving an incomplete order and wishes to return it. She expects assistance with the return process.,Positive
33,,,,,,,The customer allowed the agent to continue the conversation. No specific query or request was stated.,Negative
39,,,,,,,The customer only said 'Hello' multiple times and did not communicate any request or concern. No intent or action could be determined from the conversation.,Negative
230,,,,,,,The customer reported that their order placed on May 17 was not showing confirmation or delivery updates in the app. They also mentioned receiving a confirmation message from another platform despite payment being completed.,Neutral
29,,,,,,,The customer indicated they had nothing to discuss. The call ended without any queries or further actions.,Neutral
183,,,,,,,"The customer wanted their order delivered before the 25th and confirmed understanding that it is already shipped. They gave a rating of three and thanked the assistant, indicating no further help required.",Positive
34,,,,,,,The customer asked to be connected with Savina regarding sending bank details again. They confirmed with a brief acknowledgment to proceed.,Positive
69,Transferred to Human,Order Tracking,2.0,Medium,Bot failed to understand,Customer confusion about order cancellation and delay; no clear resolution provided before transfer,"The customer was concerned that their order had not been placed or delivered after five days and wanted clarity on its status. The bot identified that both orders were canceled but did not provide a final resolution, leaving the customer unsatisfied.",Neutral
72,,,,,,,The customer requested to be connected to a senior agent for further assistance. They confirmed and agreed to stay on the line for the transfer.,Positive
150,,,,,,,The customer requested to cancel her order or receive a refund and later asked when the delivery would happen. She insisted on receiving the delivery by tomorrow or canceling the order and requested to be connected to a senior.,Negative
281,Transferred to Human,Refund,3.0,Medium,Policy restriction (Human required),"WhatsApp link failed to load, return option missing in app, language switching caused confusion","The customer wanted to return a defective product and was unable to access the WhatsApp return link or find the return option in the app. The bot ultimately transferred the case to a human agent as technical issues prevented resolution, and the customer sounded confused but not angry.",Negative
53,Abandoned by User,Shipping Delay,2.0,Medium,None,User expressed disbelief and frustration about delivery status; bot only gave estimated date without confirming shipment.,The customer's primary issue was that their product had not been delivered. The bot provided estimated delivery information but the user remained doubtful and unsatisfied.,Neutral
82,,,,,,,The customer confirmed that there is a missing product in their recent order and wants assistance to resolve it. They agreed to be connected with a senior team member for further support.,Positive
79,Resolved by Bot,Order Tracking,5.0,High,None,None,"The customer wanted to check details about their recent order. The assistant successfully retrieved and confirmed the order information, and the user appeared satisfied with no further concerns.",Positive
143,,,,,,,Customer requested a refund as the received product was damaged and incomplete. He also asked if he can speak to customer care for further assistance.,Negative
116,,,,,,,The customer inquired about the delayed order that was supposed to be delivered but not yet shipped. They had no further questions and asked to disconnect the call.,Negative
191,,,,,,,The customer stated that they made a payment but the product was out of stock and the order was not placed. They did not provide an order or transaction reference number during the call.,Neutral
100,,,,,,,"The customer reported an issue with their order, mentioning that two items were added but only one is reflected. They confirmed the discussion about the same order and indicated missing or incorrect item details.",Negative
172,,,,,,,"The customer said the delivery date was yesterday but the order hasn’t arrived or updated, and asked for the AWB tracking number. She requested that the order status and app link be updated and confirmed no further issues once that is done.",Negative
164,,,,,,,The customer stated that the product should have been delivered today and asked for the delivery contact number. They confirmed understanding after receiving tracking details and closed the conversation politely.,Positive
203,,,,,,,The customer stated that they want to return their order and mentioned they haven't received the WhatsApp message regarding the return process yet. They confirmed they only need assistance with returning this order.,Positive
15,,,,,,,,Neutral
97,,,,,,,"The customer mentioned that money was deducted from her bank for two products, but the order was not placed despite multiple emails. She shared the transaction date and time and stated she has a screenshot as proof.",Neutral
208,,,,,,,The customer confirmed placing an order and expressed frustration that it has not been dispatched even after the promised delivery date. She requested an explanation for the delay and asked that a formal request be placed to resolve the issue.,Negative
122,,,,,,,The customer confirmed they are discussing their recent order with The Derma Co and asked about its delivery timeframe. They acknowledged the explanation regarding dispatch and delivery notifications.,Positive
103,,,,,,,Customer inquired about her order status and mentioned that the delivery status is not showing despite the expected delivery being on May 20. She confirmed no further assistance was needed after clarification.,Positive
117,,,,,,,"The customer stated she placed two to three orders, but only one was delivered even though all were on the same day. She asked if the remaining orders will arrive.",Neutral
165,,,,,,,The customer asked about a refund for an order that was canceled two working days ago and mentioned not receiving any registration or order number. She insisted that the order was placed using her current phone number and offered to share a screenshot for reference.,Neutral
92,,,,,,,The customer asked about the delivery date of their order. No other queries or actions were mentioned after clarification.,Neutral
68,,,,,,,The customer responded with 'hello' multiple times and mentioned the line was slow. No specific query or request was made during the call.,Negative
101,,,,,,,The customer reported that their order placed on the 15th with delivery expected on the 18th has not yet been received. They provided the order number to check the delivery status but the issue remained unresolved.,Positive
50,,,,,,,"Customer reported not receiving one of her orders and two products, and mentioned being unable to place a return or view order history. She requested assistance to resolve the issue and agreed to be connected to an executive.",Negative
72,,,,,,,The customer was confused about a Flipkart-related call and asked about their delivery and payment status. They also wanted to know if their payment was already completed or required later.,Neutral
54,,,,,,,The customer repeatedly said hello but did not provide any information or specific request. No intent or inquiry was expressed during the call.,Negative
267,Resolved by Bot,Shipping Delay,4.0,High,None,"Minor confusion initially when identifying order number, but resolved smoothly","The customer reported a delayed order that had not yet been delivered and suspected it might be fake. The AI assistant confirmed the order was in transit, sent a tracking link via WhatsApp, and the customer ended the conversation politely and satisfied.",Positive
222,,,,,,,"The customer stated that the refund showed as successful through email but not reflected in their bank statement yet. They confirmed understanding that it would take 5 to 7 working days and inquired if a cancelled order worth 1897 could be reactivated, which was not possible.",Positive
115,,,,,,,The customer stated that their refund has been processed and mentioned cancelling the order because the courier did not call. They complained that the order was canceled without any contact and agreed to be transferred to the senior team for further assistance.,Positive
97,,,,,,,The customer stated that the delivered parcel was incomplete and one product was missing. He mentioned that the courier did not deliver a product from the parcel.,Negative
147,,,,,,,Customer wanted to change the payment method for her existing order placed during a sale. She refused cancellation and insisted on keeping the same order due to the sale price.,Neutral
50,,,,,,,The customer insisted on speaking with a senior executive and mentioned they had discussed the issue earlier. They requested to be redirected again as the previous attempt to connect was unsuccessful.,Negative
25,,,,,,,,Neutral
170,,,,,,,The customer mentioned that the benefit was almost two days later and requested continued updates on the order status. She thanked the agent at the end.,Negative
35,,,,,,,The customer asked about the approval status of their recording request and mentioned already having a residency ticket for the second instance. They agreed to connect with a senior executive for further assistance.,Neutral
25,,,,,,,,Neutral
82,,,,,,,The customer reported that their shipment had not arrived and requested a status update. They acknowledged the response after receiving the tracking details.,Negative
18,,,,,,,,Neutral
27,,,,,,,,Neutral
18,,,,,,,,Neutral
24,,,,,,,,Neutral
52,,,,,,,The customer wanted to discuss giving some creditors for marketing promotions with The Derma Co. They agreed to be transferred to the senior team for further discussion.,Neutral
365,,,,,,,The customer said their order had not arrived despite the expected delivery date of May 20. They agreed to escalate the issue to the senior team for further assistance.,Negative
171,,,,,,,The customer reported that their Derma Co order is marked as out for delivery to the wrong location. They confirmed that the address provided during the order placement is correct.,Positive
225,,,,,,,"The customer reported an issue with her Derma Co order, saying she received a mail confirmation but cannot get an OTP or find it on the site. She provided her registered email, order, and tracking numbers and asked what she can do next.",Neutral
221,Transferred to Human,Missing Item,3.0,Medium,Policy restriction (Human required),"Return/exchange link not working, customer frustration due to prior failed contact attempts","The customer reported a missing face wash item from their recent order. The bot escalated the issue to a senior agent as the return/exchange link was not functioning, and the customer appeared somewhat dissatisfied.",Negative
99,,,,,,,The customer stated that she ordered under a buy-one-get-three offer but received only one product. She provided her order ID and confirmed receiving a message with that order number.,Positive
69,,,,,,,,Neutral
51,,,,,,,The customer asked about the status of their order and acknowledged the provided information. They thanked the agent after receiving the update.,Positive
150,,,,,,,The customer asked about the status of their order and mentioned it was not visible in The Derma Co app. They confirmed the query was resolved and had no further questions.,Positive
200,,,,,,,The customer stated that their May 16th order had not yet been delivered and raised concern about a message showing unsuccessful payment despite funds being deducted. They later confirmed understanding that the order was paid but requested escalation as delivery was delayed beyond the expected date.,Negative
91,,,,,,,"The customer reported that some items from their previous order were missing and requested assistance to process them. Later, they asked for a refund to be initiated from the company's side.",Negative
82,,,,,,,Customer mentioned that their order placed on May 17 has still not been dispatched despite the estimated dispatch date being May 19. They agreed to connect with a senior executive to resolve the delay issue.,Negative
169,,,,,,,"The customer stated that she placed an order five days ago, payment was deducted but the order was not confirmed and no refund has been received. She provided a transaction ID and is ready to share screenshots for verification.",Positive
95,,,,,,,The customer reported that their order has not yet arrived. They confirmed their address but denied receiving the package or checking with security or neighbors.,Positive
155,,,,,,,"The customer mentioned recently ordering a serum and a sponge cream under a buy-one-get-one offer but did not receive them yet. She provided her order number and expressed frustration, asking if she could speak with a personal assistant instead of a robot.",Neutral
99,,,,,,,"The customer reported not receiving the OTP required for order delivery, causing the delivery agent to refuse handing over the order. She mentioned the agent asked her to come to the office and agreed to be transferred to a senior for help.",Neutral
141,Transferred to Human,Wrong Item,2.0,Medium,Bot failed to understand,Customer indicated the issue was not resolved and seemed confused despite bot instructions.,"The customer reported receiving a wrong product and wanted to initiate a return. The bot attempted to assist via WhatsApp but the customer stated the issue was not resolved, showing dissatisfaction.",Negative
101,,,,,,,The customer reported that their order was delayed beyond the expected delivery date and asked how they could get a refund. They agreed to be connected to a senior executive for further assistance.,Neutral
267,,,,,,,The customer Radiya inquired about order #3536297 placed under her number and requested compensation or reorder as the order was canceled. She provided her contact number and agreed to a callback from the senior team for resolution.,Neutral
236,Resolved by Bot,Refund,5.0,High,None,Minor confusion initially about order number but resolved quickly,"The customer was concerned about an unexpected cancellation or refund showing for her recent prepaid order. The assistant verified the order was active and assured prompt dispatch, leaving the customer satisfied.",Positive
58,Resolved by Bot,Shipping Delay,5.0,High,None,None,"The customer's primary issue was a shipping delay for an order expected on the 18th but not yet received. The bot confirmed the order was in transit, shared tracking details via WhatsApp, and the customer ended satisfied.",Neutral
49,,,,,,,The customer said they had ordered Derma Co products but the parcel shows 'out for delivery' for several days without being delivered. They asked when the parcel will be received and requested the agent to note the order ID.,Negative
147,,,,,,,"The customer reported that their order, expected on May 18, has not been delivered yet and is still showing in transit for three days. They expressed frustration about the delay and requested to speak with a real person or senior support team member.",Negative
53,Abandoned by User,Refund,2.0,Medium,None,Conversation ended before refund was processed; user provided repetitive confirmations without closure.,"The customer was facing an issue with receiving a refund due to an incorrect or problematic IFSC code. The bot began investigating account details but no final resolution was recorded, leaving satisfaction unclear.",Negative
120,,,,,,,The customer asked for the estimated delivery date of their order and wanted to know how much more time it would take. They expressed understanding and gratitude after getting the information.,Neutral
144,,,,,,,"The customer stated she had already raised a return request and her parcel was returned, but the refund has not been initiated yet. She mentioned that she has already shared her account details for the refund.",Negative
133,Resolved by Bot,Order Tracking,1.0,High,None,Customer gave a negative CSAT despite receiving correct information; unclear reason for dissatisfaction.,"The customer wanted to check the delivery status of their recent order. The bot provided the estimated delivery date, but the customer was dissatisfied, rating the experience as zero.",Positive
87,Transferred to Human,Wrong Item,2.0,Medium,Requested by User,"Customer reported that the WhatsApp return process was not working, expressed frustration, and requested direct human contact.","The customer received the wrong order and was unable to process a return or exchange through the provided WhatsApp link. The issue was escalated and transferred to a senior agent for resolution, with the customer appearing frustrated but cooperative.",Negative
110,Abandoned by User,Refund,2.0,Medium,None,Customer confusion about refund status and lack of definitive resolution; conversation ended without closure.,"The customer wanted to check on a refund for a cancelled order that was not yet reflected in their account. The issue remained unresolved as the refund hadn’t appeared, and the customer ended the chat without confirmation of satisfaction.",Positive
140,Transferred to Human,Missing Items,2.0,Medium,Bot failed to understand,"Customer requested refund instead of return/exchange; bot only provided return process, not refund confirmation.","The customer reported that part of his order (face wash and moisturizer combo) was missing and requested a refund. The bot initiated return/exchange information via WhatsApp, but the customer insisted on a refund, leaving the issue unresolved.",Neutral
302,Transferred to Human,Order Tracking,2.0,Medium,Policy restriction (Human required),User frustration due to order cancellation during sale and inability to get compensation; repeated clarifications requested before escalation.,The customer was concerned about a canceled order and wanted confirmation and assurance regarding the delivery of remaining active orders. The issue was escalated to a senior agent for further resolution after the customer expressed dissatisfaction with the cancellation and loss of sale benefits.,Negative
57,,,,,,,The customer only said 'कैसे' and did not provide any clear information or request. No intent or inquiry could be determined from the customer.,Negative
70,,,,,,,The customer reported that their order expected for delivery on the 19th has not been received. They also briefly asked about something else but did not provide clear details.,Neutral
25,,,,,,,,Neutral
56,,,,,,,The customer requested to speak with customer care and wanted her order issue to be escalated. She insisted that the escalation be done immediately.,Negative
65,,,,,,,The customer reported that her exchange request was incorrect since only one product was being exchanged out of two ordered. She confirmed she had discussed this earlier and agreed to be connected to the senior team for resolution.,Neutral
249,Transferred to Human,Refund,3.0,Medium,Bot failed to understand,Bot repeatedly failed to find the order despite user giving order number multiple times.,The customer wanted to return a sunscreen order but the bot couldn’t locate the order in its system. The case was transferred to a senior team member and the customer ended the chat politely but without resolution.,Negative
23,,,,,,,The customer complained that their order has not been delivered and mentioned that the delivery boy falsely claims attempted delivery. They said the delivery person does not call or speak properly when contacted.,Neutral
31,,,,,,,"The customer only said 'Hello' and did not provide any further response regarding the issue. No specific query, intent, or request for action was made.",Negative
93,,,,,,,The customer asked for an update on the complaint for their recent order containing three Vitamin C serums and one Retinol serum. They agreed to be connected to a senior agent for further assistance.,Neutral
156,,,,,,,The customer called regarding a pending refund that has not been processed yet. She decided to call back from another phone number linked to the order for further assistance.,Positive
225,Transferred to Human,Refund,2.0,Medium,Policy restriction (Human required),User repeatedly asked for contact number and showed frustration before bot identified the correct issue.,"The customer reported that their returned parcel was collected but the refund or return process had not been updated even after the deadline. The issue was escalated and transferred to a senior agent for resolution, with the customer appearing dissatisfied and seeking further help.",Negative
201,Resolved by Bot,Missing Items,5.0,High,None,Minor communication clarity issues early in the call due to repeated 'Hello' exchanges,"The customer reported missing items from a multi-product order under a buy-two-get offer. The bot resolved the issue by confirming the order was split into two shipments, provided the delivery date and WhatsApp tracking details, and the customer expressed satisfaction.",Positive
26,,,,,,,,Neutral
50,,,,,,,The customer reported that their return pickup has been delayed for three to four days and no agent has contacted them. They also mentioned that the refund has not been processed yet and requested escalation to a senior executive.,Negative
651,,,,,,,Customer asked about proper storage of her Derma Co face wash during high temperatures and confirmed she uses the product regularly without issues. She was satisfied after learning it can be stored in a cupboard or drawer away from sunlight.,Positive
137,Resolved by Bot,Order Tracking,1.0,High,None,Customer expressed frustration about the delivery delay and requested urgent delivery; bot was unable to provide a favorable resolution.,"The customer wanted to know the delivery status of their order and requested faster delivery. The bot provided tracking details via WhatsApp but could not expedite shipping, leaving the customer dissatisfied.",Negative
57,,,,,,,,Neutral
14,Transferred to Human,Other,,Low,Requested by User,None,"The customer requested to be connected to a live agent without specifying an issue. The query was transferred to a human representative with no resolution achieved yet, and the customer’s satisfaction level is unknown.",Negative
91,,,,,,,The customer asked about their order status and mentioned that the estimated delivery date of May 19 has passed without updates. They confirmed willingness for the assistant to check further details on the order delay.,Neutral
162,,,,,,,The customer reported that one unit of the under-eye serum was missing from the delivered order. They mentioned not receiving the WhatsApp message and requested live human support for assistance.,Negative
150,,,,,,,"The customer stated they ordered three products through the Sharma app, paid via Paytm, but the order did not go through. They mentioned the order was canceled, refund is still pending, and provided a payment reference number for checking.",Positive
97,Transferred to Human,Shipping Delay,2.0,Medium,Policy restriction (Human required),Customer frustration over recurring delivery delays and communication issues with courier; bot unable to directly contact delivery partner.,"The customer was concerned about a delayed delivery and unresponsive delivery personnel. The issue remained unresolved, with the customer expressing frustration about repeated delivery failures.",Negative
289,,,,,,,The customer reported entering the wrong phone number while placing the order and requested to update it or receive OTP via email. She agreed to be transferred to a senior executive for resolution.,Negative
155,Resolved by Bot,Cancellation,4.0,High,None,"Initial misunderstanding between 'wrong product' and 'wrong phone number', later clarified.",The customer wanted to cancel an order because the wrong phone number was provided during purchase. The bot explained cancellation was not possible after shipping and advised waiting for a return and refund; the customer accepted and ended the call politely.,Neutral
320,Resolved by Bot,Order Tracking,4.0,High,None,"Customer showed minor confusion due to multiple issues (cancellation, delivery timing, address change).","The customer wanted to cancel a ₹699 order, confirm the ₹499 order for delivery, and inquired about returns and changing the delivery address. The issue was resolved by the bot providing order status, cancellation confirmation, and return instructions, with the customer appearing mostly satisfied but limited by policy on address changes.",Positive
71,,,,,,,The customer mentioned that their order was canceled and asked about the pending refund status. No further information or confirmation was provided.,Positive
71,,,,,,,The customer reported receiving different moisturizer products from what was ordered and mentioned one item is missing. She asked how to return or exchange the item that she hasn’t received yet.,Negative
138,,,,,,,The customer reported not receiving her delivery and confirmed the address provided. She insisted on raising a formal complaint immediately regarding the missing package.,Neutral
304,,,,,,,The customer reported receiving a bad-quality serum and missing sunscreen from their order and mentioned that the return option on the app was not readable or working. They requested assistance with submitting their return or exchange request.,Negative
63,,,,,,,The customer mentioned registering a return request on Friday and that it hasn’t been processed yet. She confirmed receiving the WhatsApp instructions and stated that no further assistance was needed.,Positive
389,Resolved by Bot,Wrong Item,5.0,High,None,Initial confusion about communication language and bot identity,"The customer received a wrong product instead of the Radiance variant and wanted to initiate an exchange and clarify the process. The bot successfully resolved the issue by explaining the exchange steps, confirming product preference, and providing info about price difference refund, leaving the customer satisfied.",Positive
152,Resolved by Bot,Missing Item,5.0,High,None,None,The customer reported a missing item from a delivered order. The bot guided the user to submit a report via WhatsApp and the customer appeared satisfied and thankful at the end.,Neutral
6,,,,,,,,Neutral
18,,,,,,,The customer requested to speak directly with customer care. They refused to talk to the current agent.,Negative
61,,,,,,,"The customer reported not receiving their order, which was supposed to be delivered today. They requested to be connected to a human or Google agent for further assistance.",Negative
6,,,,,,,,Neutral
76,,,,,,,The customer mentioned she was calling about her order. No further questions or concerns were raised after the order details were provided.,Neutral
6,,,,,,,,Neutral
221,,,,,,,The customer reported not receiving her order and confirmed her order number and phone details. She asked when the parcel will arrive since the promised delivery date has passed.,Positive
94,Transferred to Human,Shipping Delay,2.0,Medium,Requested by User,User showed frustration due to delivery delay; repeated 'Hello' suggests possible connection or response lag.,"The customer was concerned about a delayed order that had not yet been delivered. The issue was escalated to a senior team member for further assistance, indicating partial resolution and moderate dissatisfaction.",Negative
334,,,,,,,The customer reported placing an order for serum and face wash on May 13 with payment proof but cannot see it in the order history. She provided a transaction ID and agreed to be transferred to a senior executive for further assistance.,Positive
121,,,,,,,The customer wanted to change the delivery date and provided multiple order numbers while trying to locate their order. They appeared to remain engaged but authorization and correct order details could not be confirmed.,Positive
209,,,,,,,The customer inquired about the delivery status of their recent order and confirmed understanding once informed it would arrive by May 22. They expressed satisfaction and rated the assistance positively.,Positive
